abtest,vehicleType,yearOfRegistration,gearbox,powerPS,model,kilometer,fuelType,price
test,cabrio,1995,manuell,0,astra,125000,benzin,999
test,limousine,2005,manuell,110,leon,150000,diesel,3800
control,kombi,2002,manuell,130,mondeo,150000,diesel,850
control,kleinwagen,1994,manuell,71,astra,150000,benzin,500
control,kleinwagen,1998,manuell,60,corsa,150000,benzin,900
test,limousine,2006,automatik,170,golf,150000,diesel,6499
test,kombi,2009,manuell,110,passat,125000,diesel,9250
test,limousine,2006,manuell,163,3er,150000,diesel,8000
control,bus,2004,manuell,135,touran,150000,diesel,4590
control,kleinwagen,2003,automatik,41,fortwo,150000,diesel,2750
test,kombi,2000,manuell,125,c_klasse,150000,diesel,2250
control,limousine,2009,,0,a_klasse,50000,benzin,8100
control,kombi,1997,manuell,101,a4,150000,,799
control,kombi,2015,automatik,184,leon,5000,diesel,25290
test,suv,2009,manuell,136,kuga,150000,diesel,10990
test,bus,2000,manuell,116,zafira,150000,benzin,1100
control,andere,2003,manuell,0,almera,70000,benzin,5289
control,limousine,1994,automatik,136,omega,150000,benzin,600
control,kleinwagen,2006,automatik,61,fortwo,50000,benzin,4000
test,kombi,2011,automatik,190,a6,150000,diesel,19499
test,bus,2005,manuell,150,touran,125000,benzin,8700
test,limousine,1998,manuell,73,3_reihe,100000,benzin,1450
test,kleinwagen,1996,,0,,150000,benzin,400
control,limousine,1997,manuell,193,3er,150000,benzin,3490
test,coupe,2004,manuell,150,andere,150000,diesel,4200
test,kleinwagen,2000,manuell,0,tigra,150000,benzin,500
test,bus,2005,manuell,128,andere,150000,diesel,1500
test,limousine,2003,manuell,0,6_reihe,150000,lpg,799
test,limousine,1996,manuell,125,a4,150000,benzin,1400
test,coupe,1998,manuell,0,andere,150000,,560
control,limousine,2009,manuell,239,a6,150000,diesel,16999
control,coupe,2007,,0,andere,150000,diesel,0
control,limousine,1997,manuell,150,5er,150000,benzin,1950
control,kleinwagen,1999,manuell,57,seicento,150000,,999
control,bus,2002,manuell,107,scenic,125000,benzin,950
test,,2016,manuell,0,ptcruiser,150000,diesel,1100
test,,2017,manuell,60,twingo,150000,benzin,890
control,suv,2007,automatik,177,,150000,diesel,11900
control,suv,2010,automatik,231,andere,150000,diesel,29500
test,kombi,2004,manuell,115,a3,150000,benzin,5400
test,kleinwagen,2008,manuell,69,fiesta,90000,benzin,2850
control,,2018,manuell,54,corsa,150000,benzin,950
control,limousine,2011,manuell,184,e_klasse,50000,benzin,11111
test,kombi,1998,manuell,144,v70,150000,benzin,2000
control,kombi,2005,manuell,140,a4,150000,diesel,9000
test,,2016,manuell,60,fiesta,60000,benzin,150
control,limousine,1995,manuell,75,polo,150000,benzin,30
test,limousine,2000,manuell,155,156,150000,benzin,1899
test,kleinwagen,1998,manuell,65,fiesta,150000,benzin,800
test,kleinwagen,2003,manuell,95,punto,150000,benzin,1300
control,andere,2000,manuell,0,3er,150000,benzin,700
control,kombi,2005,manuell,163,3er,125000,diesel,8800
control,limousine,2012,manuell,170,1er,40000,benzin,16800
control,limousine,2005,automatik,105,astra,100000,benzin,5890
control,cabrio,1998,manuell,155,spider,150000,benzin,4800
test,limousine,2009,manuell,109,b_klasse,60000,diesel,11650
control,limousine,1998,manuell,82,a_klasse,150000,benzin,749
control,coupe,1989,manuell,160,,150000,benzin,14500
control,,2018,manuell,0,,150000,benzin,1800
control,kleinwagen,1997,manuell,45,corsa,150000,benzin,599
test,kleinwagen,1996,manuell,54,micra,150000,benzin,250
control,limousine,2006,manuell,104,a6,150000,diesel,7000
control,limousine,2001,manuell,75,golf,150000,benzin,1500
control,kleinwagen,2009,automatik,0,fortwo,150000,benzin,3600
test,kombi,2000,manuell,101,focus,150000,,1400
test,kleinwagen,1999,manuell,0,lupo,150000,benzin,600
test,cabrio,1999,manuell,192,clk,150000,benzin,4550
test,cabrio,1999,manuell,193,3er,150000,benzin,12999
test,limousine,1999,manuell,90,carisma,150000,benzin,1000
test,limousine,2009,automatik,122,1er,60000,benzin,9900
control,cabrio,2008,manuell,120,2_reihe,90000,benzin,6200
test,limousine,2007,manuell,137,andere,100000,benzin,8400
control,,2018,manuell,116,1er,150000,benzin,5500
test,cabrio,2008,automatik,231,clk,30000,benzin,19995
test,limousine,2000,manuell,0,c_klasse,150000,diesel,0
test,limousine,2008,manuell,90,focus,150000,diesel,6900
control,kombi,2000,manuell,92,focus,150000,diesel,395
control,limousine,2007,manuell,109,a_klasse,150000,diesel,5200
test,limousine,1987,manuell,136,90,150000,benzin,1150
control,limousine,2004,manuell,105,a3,150000,diesel,3850
control,kombi,2002,manuell,110,3_reihe,150000,diesel,2300
test,kombi,2002,manuell,84,astra,150000,benzin,1500
test,kleinwagen,2000,manuell,60,polo,150000,benzin,1500
test,,2016,manuell,100,focus,150000,benzin,500
control,kleinwagen,2000,,0,polo,150000,benzin,2700
test,limousine,2000,manuell,101,astra,125000,benzin,1000
control,limousine,1997,manuell,136,e_klasse,150000,benzin,1690
test,,2018,manuell,65,picanto,150000,,2999
control,limousine,2004,automatik,150,e_klasse,150000,diesel,1600
test,bus,1974,manuell,50,transporter,125000,benzin,48000
test,kombi,2013,manuell,140,passat,40000,diesel,10000
control,bus,2004,manuell,82,kangoo,150000,diesel,1800
control,kleinwagen,2012,manuell,60,mii,30000,benzin,6400
test,bus,2012,automatik,109,b_klasse,70000,diesel,20999
control,limousine,2012,automatik,170,a3,80000,diesel,9500
test,coupe,1997,manuell,102,3er,150000,benzin,650
control,kombi,2000,automatik,224,e_klasse,150000,benzin,7900
test,limousine,1999,automatik,0,,150000,diesel,4499
control,suv,2012,automatik,197,santa,125000,diesel,12000
test,kombi,1997,manuell,64,caddy,150000,diesel,999
control,kombi,2009,manuell,160,a3,125000,benzin,10950
control,,2017,automatik,0,,150000,diesel,4000
control,kombi,2005,automatik,180,a6,150000,diesel,8990
control,suv,2005,manuell,174,navara,150000,diesel,7900
test,cabrio,1997,manuell,75,golf,150000,benzin,799
test,cabrio,2000,manuell,95,,150000,,1850
control,kleinwagen,1999,manuell,65,,150000,benzin,250
control,kombi,2008,manuell,143,a4,150000,diesel,12900
control,kombi,1989,manuell,90,passat,150000,benzin,0
test,kleinwagen,1998,manuell,60,polo,80000,benzin,750
test,kleinwagen,2004,manuell,75,fabia,150000,benzin,2000
control,limousine,2003,automatik,135,laguna,150000,benzin,1390
control,kleinwagen,2007,manuell,120,cooper,125000,benzin,6880
control,limousine,2003,manuell,101,golf,150000,diesel,2850
test,limousine,1993,manuell,150,100,150000,benzin,1399
control,suv,2009,automatik,150,antara,150000,diesel,10599
control,cabrio,1995,manuell,125,cr_reihe,150000,benzin,650
test,limousine,2000,manuell,115,vectra,150000,benzin,0
test,kleinwagen,1999,manuell,0,corsa,150000,benzin,800
test,kombi,1988,manuell,64,3_reihe,150000,diesel,2450
test,kleinwagen,2014,manuell,75,up,30000,benzin,7450
control,kleinwagen,2007,manuell,69,sirion,150000,benzin,1999
control,,2005,manuell,102,transporter,150000,diesel,4999
control,cabrio,2007,automatik,306,3er,125000,benzin,17900
control,coupe,1998,automatik,115,astra,150000,,1300
control,kombi,2001,manuell,136,3er,150000,diesel,1500
test,limousine,1999,manuell,116,vectra,150000,benzin,1200
test,suv,2011,manuell,220,x_reihe,150000,diesel,16990
control,kleinwagen,2010,manuell,71,fiesta,50000,diesel,6400
test,kleinwagen,2007,manuell,94,andere,100000,benzin,750
control,limousine,1998,manuell,150,5er,150000,benzin,650
control,limousine,2002,manuell,105,leon,125000,benzin,2450
test,limousine,2004,automatik,224,a6,150000,diesel,7999
control,bus,2009,manuell,116,vito,150000,diesel,5490
control,limousine,1996,manuell,90,carisma,150000,benzin,500
control,coupe,1995,manuell,131,900,150000,,1099
test,limousine,2010,manuell,177,x_reihe,125000,diesel,18950
control,cabrio,2004,manuell,150,tt,80000,benzin,10250
control,kleinwagen,2009,manuell,75,2_reihe,80000,benzin,3500
control,kombi,2006,automatik,185,v70,150000,diesel,3000
test,limousine,1999,manuell,75,golf,150000,benzin,550
control,limousine,2002,manuell,131,golf,150000,diesel,2100
test,suv,2009,automatik,239,q5,125000,diesel,20500
control,cabrio,2001,manuell,163,slk,150000,benzin,7200
test,bus,2006,manuell,140,galaxy,150000,diesel,5850
control,kleinwagen,1999,manuell,60,twingo,100000,benzin,749
test,limousine,2003,manuell,150,147,150000,benzin,1300
control,bus,2011,manuell,102,caddy,150000,,4500
control,kleinwagen,1994,manuell,45,corsa,125000,benzin,600
test,coupe,1995,manuell,102,3er,150000,benzin,1800
test,,2017,manuell,170,touran,80000,diesel,10500
control,kleinwagen,2001,manuell,75,2_reihe,150000,benzin,1850
test,kombi,2014,manuell,150,leon,70000,diesel,21500
control,limousine,2011,manuell,163,3er,150000,diesel,12900
test,kombi,1999,manuell,125,c_klasse,150000,diesel,1199
test,bus,1995,manuell,110,transporter,150000,benzin,900
control,andere,1996,manuell,75,golf,150000,benzin,120
control,kombi,2001,automatik,150,passat,150000,diesel,5900
control,limousine,2007,manuell,60,fiesta,90000,benzin,3399
test,,2017,manuell,75,golf,150000,benzin,550
control,coupe,2010,manuell,190,a5,150000,diesel,16900
control,bus,2011,manuell,105,touran,150000,diesel,12700
test,bus,2001,manuell,0,scenic,150000,benzin,600
control,kombi,1996,manuell,115,vectra,150000,benzin,899
control,cabrio,2007,manuell,140,eos,150000,diesel,8450
test,kleinwagen,1993,manuell,60,golf,150000,benzin,150
test,kleinwagen,2010,manuell,82,fiesta,100000,benzin,5150
test,limousine,1999,automatik,170,andere,150000,benzin,1500
control,cabrio,1998,manuell,136,slk,150000,benzin,4590
test,kombi,1999,automatik,170,5er,150000,lpg,2600
control,bus,2009,manuell,110,andere,100000,benzin,8499
test,bus,1999,manuell,133,andere,150000,benzin,500
control,kleinwagen,1997,manuell,54,punto,125000,benzin,1200
test,limousine,2003,manuell,98,3_reihe,125000,benzin,2399
test,limousine,1998,manuell,75,golf,150000,benzin,980
test,cabrio,2012,manuell,105,golf,40000,benzin,14990
control,limousine,1999,manuell,0,laguna,150000,benzin,200
control,bus,1999,automatik,0,andere,150000,benzin,1280
test,limousine,2013,manuell,86,i_reihe,60000,benzin,8000
control,kleinwagen,1998,manuell,0,polo,150000,benzin,700
control,limousine,1998,manuell,60,polo,80000,benzin,899
test,limousine,2005,manuell,140,a_klasse,150000,diesel,4999
test,coupe,2002,manuell,90,almera,150000,benzin,300
test,bus,2006,manuell,105,golf,150000,diesel,5499
test,suv,2014,manuell,122,defender,20000,diesel,43550
test,kombi,1997,manuell,150,3er,150000,benzin,1650
test,suv,1996,automatik,212,cherokee,150000,benzin,3900
control,kleinwagen,2007,manuell,110,cooper,90000,diesel,8500
test,,2016,automatik,0,,125000,,2150
test,,1980,manuell,44,kaefer,5000,benzin,500
control,limousine,2005,manuell,0,3_reihe,150000,diesel,1800
control,kleinwagen,1999,manuell,54,seicento,125000,benzin,750
control,limousine,2001,manuell,102,passat,150000,benzin,3000
control,limousine,2004,manuell,143,c_klasse,150000,benzin,5700
test,bus,1999,manuell,141,andere,150000,benzin,500
test,kleinwagen,1998,manuell,90,corsa,150000,benzin,850
test,kombi,2011,manuell,184,clubman,60000,benzin,16990
control,,2017,manuell,0,ducato,150000,,2999
test,limousine,2008,manuell,143,3er,90000,diesel,11300
control,limousine,1998,manuell,150,3er,150000,benzin,4000
test,bus,2006,automatik,105,golf,50000,diesel,8950
control,limousine,1997,automatik,170,5er,150000,benzin,1700
control,limousine,2014,automatik,105,octavia,10000,diesel,19990
test,kombi,2000,manuell,105,c_klasse,150000,diesel,1199
control,limousine,1995,manuell,75,golf,150000,benzin,850
control,kleinwagen,1989,manuell,125,andere,5000,benzin,1300
test,limousine,2015,automatik,326,m_reihe,5000,benzin,39900
control,,2018,automatik,0,astra,150000,benzin,1000
control,kleinwagen,2008,manuell,54,fox,150000,benzin,2800
test,suv,2012,manuell,0,q5,100000,diesel,30000
test,kombi,2001,manuell,101,golf,150000,diesel,2750
control,,2016,automatik,70,golf,150000,benzin,299
control,,2016,manuell,220,corsa,90000,,8200
control,kombi,2010,manuell,109,caddy,125000,cng,7649
control,suv,1995,manuell,124,andere,150000,benzin,950
control,suv,2014,automatik,163,kuga,90000,diesel,19999
test,kleinwagen,1997,manuell,60,ibiza,150000,benzin,1000
control,kleinwagen,2003,,41,fortwo,150000,diesel,1450
control,kleinwagen,2013,manuell,68,1_reihe,70000,benzin,4900
control,kleinwagen,2003,manuell,68,fiesta,150000,diesel,1899
test,,1995,manuell,163,andere,150000,benzin,1300
test,,1995,manuell,75,golf,150000,benzin,0
test,cabrio,2006,manuell,126,mx_reihe,125000,benzin,7890
control,kleinwagen,2005,automatik,61,fortwo,70000,benzin,2800
control,limousine,2005,manuell,109,andere,150000,benzin,1250
test,cabrio,1999,manuell,120,,30000,benzin,5950
control,limousine,1999,manuell,99,c5,100000,elektro,0
test,cabrio,2005,automatik,239,boxster,70000,benzin,24987
test,limousine,2006,automatik,387,s_klasse,150000,benzin,15500
test,kleinwagen,1997,manuell,0,andere,150000,benzin,0
test,limousine,2012,manuell,116,1er,20000,diesel,15750
test,limousine,2000,manuell,155,156,150000,benzin,1450
control,kleinwagen,1999,manuell,60,polo,150000,benzin,2900
test,,2005,manuell,200,golf,90000,,11000
control,kombi,2012,manuell,105,fabia,50000,benzin,11999
control,kombi,1991,automatik,90,astra,150000,benzin,0
test,,2005,manuell,0,ka,150000,benzin,0
test,bus,1997,manuell,102,transporter,150000,diesel,7700
test,suv,2010,automatik,239,cayenne,150000,diesel,37000
test,limousine,1999,manuell,150,3er,150000,benzin,2900
test,kleinwagen,1995,manuell,60,polo,150000,benzin,0
test,coupe,2007,manuell,239,a5,150000,diesel,14295
test,limousine,2008,manuell,344,leon,125000,benzin,15000
control,kleinwagen,2000,manuell,90,corsa,150000,benzin,1399
control,limousine,2008,manuell,184,e_klasse,90000,benzin,13500
control,kleinwagen,1994,manuell,0,corsa,150000,benzin,350
test,,2016,manuell,90,tigra,150000,,550
control,kleinwagen,2002,manuell,90,a_klasse,5000,,0
test,,2017,manuell,101,polo,150000,diesel,2250
test,bus,2013,manuell,140,transporter,90000,diesel,19900
control,kleinwagen,1998,manuell,54,andere,90000,benzin,980
control,kombi,2011,manuell,75,fabia,90000,diesel,6550
control,cabrio,2006,manuell,116,cooper,150000,benzin,8750
control,,1995,,0,,5000,,400
control,limousine,1999,manuell,115,beetle,100000,benzin,2900
test,suv,2009,automatik,239,q5,150000,diesel,21950
test,kombi,1998,manuell,101,a4,150000,,0
control,kombi,2013,manuell,150,a3,40000,diesel,22900
control,kleinwagen,2003,manuell,75,polo,150000,benzin,2250
control,limousine,2007,manuell,150,,150000,,6700
control,,2015,,0,5er,5000,,12
test,cabrio,2001,manuell,150,2_reihe,100000,benzin,2750
test,kombi,2001,manuell,116,mondeo,150000,diesel,1250
test,kombi,2000,manuell,150,vectra,150000,diesel,1950
control,coupe,2005,automatik,272,andere,150000,benzin,9300
control,kleinwagen,1996,manuell,75,polo,150000,benzin,400
test,kombi,1997,manuell,150,3er,150000,benzin,6500
control,kleinwagen,2006,manuell,98,,150000,,1999
test,limousine,2000,manuell,101,vectra,150000,diesel,760
control,limousine,2005,manuell,90,civic,150000,benzin,3100
control,,2017,,0,polo,150000,benzin,1200
test,kombi,2002,,0,e_klasse,150000,diesel,1800
control,,2005,,0,transporter,150000,diesel,400
control,limousine,2009,manuell,102,golf,100000,benzin,7900
control,suv,2016,manuell,122,defender,5000,diesel,59900
test,limousine,2009,manuell,122,golf,150000,benzin,7300
control,kombi,2003,automatik,476,e_klasse,150000,benzin,16899
test,limousine,2001,automatik,125,a_klasse,150000,benzin,1600
test,bus,2005,manuell,105,touran,150000,diesel,5000
control,kombi,2007,manuell,179,a6,150000,diesel,8900
control,,2000,,0,3er,150000,,799
test,kombi,1995,,101,passat,150000,benzin,999
control,kombi,2006,automatik,150,c_klasse,150000,diesel,7700
test,kleinwagen,2012,automatik,122,cooper,40000,benzin,16350
test,limousine,2004,manuell,105,golf,150000,diesel,5200
test,,2016,automatik,0,astra,150000,benzin,180
test,limousine,2012,manuell,86,golf,60000,benzin,9750
test,limousine,2006,manuell,105,golf,150000,diesel,2600
test,kombi,2013,manuell,122,a3,40000,benzin,21800
test,kleinwagen,2011,manuell,86,a1,40000,benzin,11900
control,bus,2000,manuell,120,ducato,150000,diesel,1200
test,limousine,2012,automatik,204,a6,80000,diesel,29500
test,kleinwagen,2003,manuell,75,twingo,70000,benzin,2986
test,,2000,,0,civic,150000,,0
test,kleinwagen,2009,manuell,82,fiesta,80000,benzin,6499
test,kleinwagen,2003,manuell,75,corsa,150000,benzin,1099
test,limousine,2005,manuell,130,golf,150000,diesel,2800
test,kleinwagen,1995,manuell,0,micra,100000,benzin,400
control,kleinwagen,1998,manuell,45,1_reihe,150000,benzin,780
test,kleinwagen,1998,manuell,50,fiesta,150000,benzin,690
test,kombi,2004,manuell,131,passat,150000,diesel,0
test,kombi,2002,manuell,0,3er,150000,diesel,2100
control,kleinwagen,2010,manuell,68,c1,125000,benzin,3250
test,,2017,manuell,110,3_reihe,150000,benzin,1500
test,kleinwagen,1998,manuell,75,clio,80000,benzin,500
control,limousine,1998,automatik,150,3er,150000,benzin,2450
control,bus,2006,automatik,313,touareg,150000,diesel,7400
test,limousine,2008,automatik,314,e_klasse,150000,diesel,14499
control,kombi,2013,manuell,250,focus,60000,benzin,18500
test,kombi,2008,manuell,136,focus,150000,diesel,3700
test,bus,2001,manuell,80,kangoo,150000,diesel,1100
test,kleinwagen,2001,manuell,75,clio,150000,benzin,1500
test,,2017,manuell,0,andere,125000,,1499
test,coupe,2000,manuell,150,3er,150000,benzin,2850
test,andere,2003,manuell,116,3er,150000,benzin,2500
control,limousine,2002,manuell,150,golf,150000,diesel,0
test,limousine,2001,automatik,129,c_klasse,150000,benzin,5000
control,kleinwagen,1996,manuell,55,punto,150000,benzin,600
control,limousine,1998,automatik,155,a3,150000,,0
